Voc,Jsc,FF,PCE,Cs,MA,FA,Pb,Sn,I,Br,BG,CBO,VBO,arch_nip,arch_pin,h_mobility,e_mobility,CBM,VBM,ETL_CBM,HTL_VBM,Reference
1.05,22,0.764,17.6,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.47,1,0,0.0011,0.000992,-4.05,-5.65,-4.2,-5.18,10.1016/j.cej.2020.124130
1.094,21.6,0.768,18.1,0,1,0,1,0,3,0,1.5,-0.1,0.2,1,0,0.000465,2.93E-05,-3.9,-5.4,-4,-5.2,10.1002/anie.201511877
1.115,22.44,0.75,18.8,0,0.15,0.85,1,0,2.55,0.45,1.73,-0.28,0.61,1,0,0.000465,2.93E-05,-3.92,-5.65,-4.2,-5.04,10.1039/C6TA09028A
1.21,14.72,0.82,14.46,1,0,0,1,0,2,1,1.92,-0.22,0.61,1,0,0.0012,2.93E-05,-3.78,-5.7,-4,-5.09,10.1021/acsami.9b03413
1.14,13.24,0.819,12.36,1,0,0,1,0,2,1,1.92,-0.22,0.72,1,0,0.000191,2.93E-05,-3.78,-5.7,-4,-4.98,10.1021/acsami.9b03413
1.05,21.51,0.7637,17.22,0.05,0.16,0.79,1,0,2.52,0.48,1.58,-0.13,0.15,1,0,0.000288,2.93E-05,-3.87,-5.45,-4,-5.3,10.1002/solr.201900011
1.02,22.8,0.685,15.92,0,1,0,1,0,3,0,1.5,-0.1,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4,-5.22,10.1039/C8RA07800A
1.06,23.2,0.727,17.8,0,0.92,0.08,1,0,2.76,0.24,1.4,-0.1,0.07,1,0,0.00169,2.93E-05,-3.9,-5.3,-4,-5.23,10.1039/C6SC02832B
1.01,23.1,0.713,16.8,0,0.92,0.08,1,0,2.76,0.24,1.4,-0.1,0.37,1,0,0.000217,2.93E-05,-3.9,-5.3,-4,-4.93,10.1039/C6SC02832B
0.91,22.1,0.76,15.28,0,1,0,1,0,3,0,1.5,-0.6,0.3,0,1,0.00033,8.00E-05,-3.9,-5.4,-4.5,-5.1,10.1109/JPHOTOV.2019.2924745
1.01,22.37,0.76,17.17,0,1,0,1,0,3,0,1.5,-0.6,0.14,0,1,0.0002,8.00E-05,-3.9,-5.4,-4.5,-5.26,10.1109/JPHOTOV.2019.2924745
1.301,6.79,0.7708,6.81,1,0,0,1,0,0,3,2.31,-0.64,0.42,1,0,0.000465,2.93E-05,-3.31,-5.62,-3.95,-5.2,10.1039/C9TC05679C
1.035,22.5,0.78,18.12,0.05,0.1425,0.8075,1,0,2.55,0.45,1.7,-0.6,0.5,0,1,4.40E-05,8.00E-05,-3.9,-5.6,-4.5,-5.1,10.1002/cssc.201800476
0.837,20.37,0.79,13.44,0.05,0.1425,0.8075,1,0,2.55,0.45,1.7,-0.6,0.7,0,1,0.00033,8.00E-05,-3.9,-5.6,-4.5,-4.9,10.1002/cssc.201800476
1.158,23.6,0.811,22.2,0.05,0.05,0.9,1,0,2.85,0.15,1.53,-0.5,0.33,0,1,0.00033,8.00E-05,-4,-5.43,-4.5,-5.1,10.1038/s41560-019-0466-3
0.779,28.6,0.785,17.5,0,0.3,0.7,0.5,0.5,3,0,1.22,-0.5,0.12,0,1,0.00033,8.00E-05,-4,-5.22,-4.5,-5.1,10.1038/s41560-019-0466-3
1.11,15.33,0.817,13.56,1,0,0,1,0,2,1,1.92,-0.05,0.8,1,0,0.000306,0.00065,-4.16,-6.08,-4.21,-5.28,10.1039/d0tc01892a 
1.21,14.19,0.772,13.21,1,0,0,1,0,2,1,1.92,-0.05,0.57,1,0,0.000457,0.00065,-4.16,-6.08,-4.21,-5.51,10.1039/d0tc01892a 
1.2,14.62,0.817,14.12,1,0,0,1,0,2,1,1.92,-0.05,0.61,1,0,0.000568,0.00065,-4.16,-6.08,-4.21,-5.47,10.1039/d0tc01892a 
1.2,15.28,0.825,14.95,1,0,0,1,0,2,1,1.92,-0.05,0.63,1,0,0.000675,0.00065,-4.16,-6.08,-4.21,-5.45,10.1039/d0tc01892a 
1.03,20.8,0.769,16.5,0,1,0,1,0,3,0,1.5,0,0.27,1,0,8.20E-05,8.00E-05,-3.9,-5.4,-3.9,-5.13,10.1002/aenm.201700683
1.02,19.9,0.761,15.5,0,1,0,1,0,3,0,1.5,0,0.25,1,0,7.30E-05,8.00E-05,-3.9,-5.4,-3.9,-5.15,10.1002/aenm.201700683
1.06,19.6,0.765,15.9,0,1,0,1,0,3,0,1.5,0,0.25,1,0,9.70E-05,8.00E-05,-3.9,-5.4,-3.9,-5.15,10.1002/aenm.201700683
1.07,20.5,0.772,16.9,0,1,0,1,0,3,0,1.5,0,0.25,1,0,0.00013,8.00E-05,-3.9,-5.4,-3.9,-5.15,10.1002/aenm.201700683
1.06,21.3,0.784,17.7,0,1,0,1,0,3,0,1.5,0,0.25,1,0,0.00016,8.00E-05,-3.9,-5.4,-3.9,-5.15,10.1002/aenm.201700683
1.36,6.93,0.77,7.29,0,1,0,1,0,0,3,2.3,-0.9,0.38,1,0,0.000465,2.93E-05,-3.3,-5.6,-4.2,-5.22,10.1016/j.jechem.2018.10.001
1.09,24.87,0.748,20.27,0,0.03,0.93,1,0,2.91,0.09,1.55,0.05,0.69,1,0,0.000465,0.0019,-4.36,-5.91,-4.31,-5.22,10.1038/NENERGY.2016.177
1.057,15.96,0.815,13.7,1,0,0,1,0,2,1,1.92,-0.64,0.26,1,0,0.000465,2.93E-05,-3.56,-5.48,-4.2,-5.22,10.1039/c9ta08564e
1.06,21.78,0.766,17.67,0,1,0,1,0,3,0,1.5,-0.51,0.2,1,0,0.000465,0.000992,-3.9,-5.4,-4.41,-5.2,10.1016/j.nanoen.2019.06.021
1.1,22,0.733,17.8,0,1,0,1,0,3,0,1.59,-0.05,0.28,1,0,0.000465,0.00128,-3.89,-5.48,-3.94,-5.2,10.1021/acsenergylett.8b00493
1.11,22.5,0.754,18.9,0,1,0,1,0,3,0,1.59,-0.05,0.28,1,0,0.000465,0.0013,-3.89,-5.48,-3.94,-5.2,10.1021/acsenergylett.8b00493
1.13,23,0.771,19.9,0,1,0,1,0,3,0,1.59,-0.05,0.28,1,0,0.000465,0.00145,-3.89,-5.48,-3.94,-5.2,10.1021/acsenergylett.8b00493
1.07,21.1,0.715,16.1,0,1,0,1,0,3,0,1.59,-0.09,0.28,1,0,0.000465,0.00065,-3.89,-5.48,-3.98,-5.2,10.1021/acsenergylett.8b00493
1.01,19.05,0.7788,15.11,0,1,0,1,0,3,0,1.4,0.27,0.08,1,0,0.000465,2.93E-05,-3.9,-5.3,-3.63,-5.22,10.1016/j.solmat.2020.110594
1.12,19.64,0.757,16.71,0,1,0,1,0,3,0,1.4,-0.01,0.08,1,0,0.000465,0.000992,-3.9,-5.3,-3.91,-5.22,10.1016/j.solmat.2020.110594
1.06,22.9,0.692,16.4,0,1,0,1,0,3,0,1.5,-0.1,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4,-5.22,10.1021/acsami.7b00900
1.11,23.1,0.671,16.1,0,1,0,1,0,3,0,1.5,-0.3,0.18,1,0,0.000465,0.000992,-3.9,-5.4,-4.2,-5.22,10.1021/acsami.7b00900
1.07,21.2,0.67,14.4,0,1,0,1,0,3,0,1.5,-0.25,0.18,1,0,0.000465,8.00E-05,-3.9,-5.4,-4.15,-5.22,10.1021/acsami.7b00900
1.12,21.1,0.682,15.3,0,1,0,1,0,3,0,1.5,-0.05,0.18,1,0,0.000465,0.0004,-3.9,-5.4,-3.95,-5.22,10.1021/acsami.7b00900
1.08,24.69,0.7501,20,0,0.15,0.85,1,0,3,0,1.56,-0.09,0.31,1,0,0.000465,2.93E-05,-3.96,-5.52,-4.05,-5.21,10.1002/adfm.202005776
1.13,22.58,0.733,18.7,0.05,0.14,0.81,1,0,2.55,0.45,1.6,-0.3,0.3,1,0,0.000465,0.000992,-3.9,-5.5,-4.2,-5.2,10.1002/anie.201911796
1.08,22.6,0.731,17.96,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.4,0.24,1,0,0.000465,0.000992,-3.8,-5.4,-4.2,-5.16,10.1021/acs.chemmater.8b04003
1.095,23.98,0.769,20.19,0.02,0,0.98,1,0,3,0,1.53,-0.5,0.21,1,0,0.000465,0.000992,-3.9,-5.43,-4.4,-5.22,10.1021/jacs.8b01037
1.09,23,0.805,20.2,0,0,1,1,0,3,0,1.5,-0.3,0.1,0,1,0.00033,0.0004,-3.7,-5.2,-4,-5.1,10.1002/cssc.201802234
1.1,23.1,0.808,20.5,0,0,1,1,0,3,0,1.5,-0.4,0.1,0,1,0.00033,1.50E-05,-3.7,-5.2,-4.1,-5.1,10.1002/cssc.201802234
0.983,21.31,0.6865,14.38,0,1,0,1,0,3,0,1.5,-0.32,0.41,1,0,0.00155,0.000992,-3.9,-5.4,-4.22,-4.99,10.1002/aenm.201901019
1.043,22.25,0.7339,17.03,0,1,0,1,0,3,0,1.5,-0.32,0.26,1,0,0.00639,0.000992,-3.9,-5.4,-4.22,-5.14,10.1002/aenm.201901019
1.099,21.64,0.7203,17.13,0,1,0,1,0,3,0,1.5,-0.32,0.12,1,0,0.000465,0.000992,-3.9,-5.4,-4.22,-5.28,10.1002/aenm.201901019
1.054,22.44,0.7074,16.73,0.05,0.1235,0.8265,1,0,2.61,0.39,1.6,-0.12,0.71,1,0,0.00155,0.000992,-4.1,-5.7,-4.22,-4.99,10.1002/aenm.201901019
1.096,23.41,0.7667,19.67,0.05,0.1235,0.8265,1,0,2.61,0.39,1.6,-0.12,0.56,1,0,0.00639,0.000992,-4.1,-5.7,-4.22,-5.14,10.1002/aenm.201901019
1.165,22.78,0.7608,20.19,0.05,0.1235,0.8265,1,0,2.61,0.39,1.6,-0.12,0.42,1,0,0.000465,0.000992,-4.1,-5.7,-4.22,-5.28,10.1002/aenm.201901019
1.09,22.54,0.7507,18.44,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.3,0.3,1,0,0.000465,2.93E-05,-3.9,-5.5,-4.2,-5.2,10.1039/c9ta01499c
0.924,21.94,0.7576,15.62,0,1,0,1,0,3,0,1.5,-0.1,0.2,0,1,0.00033,0.0004,-3.9,-5.4,-4,-5.2,10.1039/c9nr01836k
1.1,23,0.776,19.63,0.05,0.1425,0.8075,1,0,2.55,0.45,1.59,-0.3,0.3,1,0,0.000465,0.000992,-3.93,-5.52,-4.23,-5.22,10.1039/c8ee02242a
1.12,21.74,0.764,18.59,0.05,0.16,0.79,1,0,2.5,0.5,1.6,-0.5,0.38,1,0,0.000465,0.000992,-4,-5.6,-4.5,-5.22,10.1002/smtd.201900476
1.039,22.83,0.71,16.91,0,1,0,1,0,3,0,1.5,-0.4,0.2,1,0,0.000465,2.93E-05,-3.9,-5.4,-4.3,-5.2,10.1039/c9ta00398c
1.09,22.86,0.72,17.94,0,1,0,1,0,3,0,1.5,-0.27,0.21,1,0,0.00135,2.93E-05,-3.93,-5.43,-4.2,-5.22,10.1021/acsami.9b06933
1.09,23.22,0.78,19.74,0,1,0,1,0,3,0,1.5,-0.27,0.21,1,0,0.00669,2.93E-05,-3.93,-5.43,-4.2,-5.22,10.1021/acsami.9b06933
1.097,22.32,0.753,18.95,0,0.17,0.83,1,0,2.49,0.51,1.5,-0.23,0.25,1,0,0.000465,2.93E-05,-3.97,-5.47,-4.2,-5.22,10.1002/smll.201702260
1.12,22.85,0.745,19.1,0.05,0.1615,0.7885,1,0,2.49,0.51,1.5,-0.1,0.2,1,0,0.000465,2.93E-05,-3.9,-5.4,-4,-5.2,10.1021/acsphotonics.8b01336
1.1,22.4,0.707,17.4,0.05,0.1615,0.7885,1,0,2.49,0.51,1.5,-0.1,0.35,1,0,0.00042,2.93E-05,-3.9,-5.4,-4,-5.05,10.1021/acsphotonics.8b01336
1.14,22.94,0.746,19.4,0.05,0.1615,0.7885,1,0,2.49,0.51,1.5,-0.1,0.32,1,0,0.0001,2.93E-05,-3.9,-5.4,-4,-5.08,10.1021/acsphotonics.8b01336
1.06,21.5,0.751,17.12,0,1,0,1,0,3,0,1.5,0.1,0.2,1,0,0.000465,0.00524,-3.9,-5.4,-3.8,-5.2,10.1002/adma.201601745
1,20.2,0.71,14.34,0,1,0,1,0,3,0,1.5,-0.3,0.2,1,0,0.000465,2.93E-05,-3.9,-5.4,-4.2,-5.2,10.1002/adma.201601745
1.04,20.8,0.723,15.64,0,1,0,1,0,3,0,1.5,-0.3,0.2,1,0,0.000465,0.00316,-3.9,-5.4,-4.2,-5.2,10.1002/adma.201601745
1.11,14.61,0.71,11.51,1,0,0,1,0,2,1,1.91,-0.51,0.38,1,0,0.000176,2.93E-05,-3.69,-5.6,-4.2,-5.22,10.1039/c8ta12139g
1.12,14.94,0.72,12.05,1,0,0,1,0,2,1,1.91,-0.51,0.38,1,0,0.000225,2.93E-05,-3.69,-5.6,-4.2,-5.22,10.1039/c8ta12139g
1.11,22.41,0.74,18.41,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.43,1,0,0.000176,2.93E-05,-4.05,-5.65,-4.2,-5.22,10.1039/c8ta12139g
1.12,22.43,0.75,18.84,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.43,1,0,0.000225,2.93E-05,-4.05,-5.65,-4.2,-5.22,10.1039/c8ta12139g
1.11,22.41,0.74,18.41,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.43,1,0,0.000176,2.93E-05,-4.05,-5.65,-4.2,-5.22,10.1039/c8ta12139g
1.12,22.43,0.75,18.84,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.34,1,0,0.000225,2.93E-05,-4.05,-5.65,-4.2,-5.31,10.1039/c8ta12139g
1.06,21.56,0.69,15.88,0,1,0,1,0,3,0,1.57,-0.35,0.21,1,0,0.000465,2.93E-05,-3.86,-5.43,-4.21,-5.22,10.1021/acsaem.8b00726
0.734,27.13,0.7055,14.05,0,0.4,0.6,0.4,0.6,3,0,1.22,0.1,0.2,0,1,0.00033,0.0004,-4,-5.22,-3.9,-5.02,10.1002/solr.201800256 
1.11,21.73,0.77,18.57,0,0.15,0.85,1,0,2.55,0.45,1.52,-0.09,0.23,1,0,0.0002,2.93E-05,-3.91,-5.43,-4,-5.2,10.1039/c9sc05694g
1.12,20.67,0.76,17.59,0,0.15,0.85,1,0,2.55,0.45,1.52,-0.09,0.04,1,0,0.00012,2.93E-05,-3.91,-5.43,-4,-5.39,10.1039/c9sc05694g
1.12,16.78,0.788,14.81,0.2,0,0.8,1,0,2.1,0.9,1.75,-0.24,0.85,1,0,0.0012,8.00E-05,-4.26,-5.99,-4.5,-5.14,10.1016/j.nanoen.2019.04.069
1.12,16.78,0.788,14.81,0.2,0,0.8,1,0,2.1,0.9,1.75,-0.26,0.73,0,1,0.0012,8.00E-05,-4.24,-5.99,-4.5,-5.26,10.1016/j.nanoen.2019.04.069
0.98,21.93,0.7,15.06,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.5,0.2,1,0,0.001251,2.93E-05,-3.9,-5.5,-4.4,-5.3,10.1021/acsomega.8b01817
1.1,22.5,0.75,18.57,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.5,0.4,1,0,0.004375,2.93E-05,-3.9,-5.5,-4.4,-5.1,10.1021/acsomega.8b01817
1.11,22.82,0.761,19.28,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.5,0.1,1,0,0.004443,2.93E-05,-3.9,-5.5,-4.4,-5.4,10.1021/acsomega.8b01817
0.71,28.38,0.75,14.92,0,0.5,0.5,0.5,0.5,3,0,1.28,-0.63,0.15,0,1,0.00033,8.00E-05,-3.87,-5.15,-4.5,-5,10.1002/aenm.201903013
1.14,22.46,0.75,19.2,0.05,0.1615,0.7885,1,0,2.49,0.51,1.5,-0.2,0.18,1,0,0.000208,2.93E-05,-3.9,-5.4,-4.1,-5.22,10.1002/solr.201900202
1.08,21.52,0.69,16.04,0.05,0.1615,0.7885,1,0,2.49,0.51,1.5,-0.2,0.34,1,0,0.000113,2.93E-05,-3.9,-5.4,-4.1,-5.06,10.1002/solr.201900202
1.09,22.35,0.773,18.8,0,0.15,0.85,1,0,2.55,0.45,1.73,-0.18,0.05,1,0,0.000465,2.93E-05,-3.92,-5.65,-4.1,-5.6,10.1039/C9TC00437H
1.12,23.29,0.765,19.94,0.08,0.1196,0.8004,1,0,2.64,0.36,1.6,0,0.1,1,0,0.000465,2.93E-05,-4.1,-5.7,-4.1,-5.6,10.1039/C9TC00437H
0.95,22.05,0.7761,16.26,0,1,0,1,0,3,0,1.5,0,0.1,0,1,0.00033,0.000462,-3.9,-5.4,-3.9,-5.3,10.1039/c7nj04978a
0.95,21.47,0.7452,15.19,0,1,0,1,0,3,0,1.5,0.01,0.1,0,1,0.00033,0.000476,-3.9,-5.4,-3.89,-5.3,10.1039/c7nj04978a
0.97,19.98,0.7338,14.28,0,1,0,1,0,3,0,1.5,-0.1,0.5,0,1,0.00033,0.0002616,-3.9,-5.4,-4,-4.9,10.1016/j.dyepig.2020.108332
1.09,20.1,0.79,17.3,0,1,0,1,0,3,0,1.5,-0.25,0.05,1,0,0.0012,2.93E-05,-3.75,-5.25,-4,-5.2,10.1039/c5ta09520d
1.14,20.1,0.78,17.7,0,1,0,1,0,3,0,1.5,-0.25,0.05,1,0,0.0012,0.00065,-3.75,-5.25,-4,-5.2,10.1039/c5ta09520d
1.123,21.86,0.78,19.15,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.15,0.43,1,0,0.000465,2.93E-05,-4.05,-5.65,-4.2,-5.22,10.1039/c9cc09002a
0.95,19.74,0.621,11.65,0,1,0,1,0,3,0,1.51,-0.08,0.25,1,0,5.75E-05,2.93E-05,-3.92,-5.43,-4,-5.18,10.1002/ente.201800939
1.04,19.88,0.731,15.11,0,1,0,1,0,3,0,1.51,-0.08,0.25,1,0,0.000318,2.93E-05,-3.92,-5.43,-4,-5.18,10.1002/ente.201800939
0.98,22.11,0.731,15.84,0,1,0,1,0,3,0,1.51,-0.08,0.26,1,0,0.000321,2.93E-05,-3.92,-5.43,-4,-5.17,10.1002/ente.201800939
1.02,22.7,0.734,17,0,1,0,1,0,3,0,1.51,-0.08,0.21,1,0,0.000358,2.93E-05,-3.92,-5.43,-4,-5.22,10.1002/ente.201800939
1.03,19.59,0.636,12.83,0,1,0,1,0,3,0,1.51,-0.08,0.28,1,0,0.000233,2.93E-05,-3.92,-5.43,-4,-5.15,10.1002/ente.201800939
1.1,23.39,0.74,18.11,0,1,0,1,0,3,0,1.5,-0.17,0.21,1,0,0.000473,2.93E-05,-3.93,-5.43,-4.1,-5.22,10.1002/adfm.201807094
1.11,24.4,0.74,19.16,0,1,0,1,0,3,0,1.5,-0.17,0.26,1,0,0.000469,2.93E-05,-3.93,-5.43,-4.1,-5.17,10.1002/adfm.201807094
1.05,19.6,0.781,16.1,0,1,0,1,0,3,0,1.6,-0.47,0.14,1,0,0.00065,0.0002,-3.9,-5.4,-4.37,-5.26,10.1016/j.solmat.2018.04.021
0.592,17.7,0.441,4.62,0,1,0,0,1,3,0,1.26,-0.72,-0.48,1,0,0.000465,2.93E-05,-3.48,-4.74,-4.2,-5.22,10.1002/adma.201705998
0.796,25.5,0.692,14.04,0,1,0,0.38,0.62,3,0,1.22,-0.2,0,1,0,0.000465,2.93E-05,-4,-5.22,-4.2,-5.22,10.1002/adma.201705998
1.13,22.81,0.73,18.82,0.05,0.14,0.81,1,0,2.55,0.45,1.6,-0.26,0.27,1,0,0.000465,0.00065,-3.87,-5.47,-4.13,-5.2,10.1002/adfm.201900265
1.01,23.5,0.722,17.14,0,1,0,1,0,3,0,1.5,-0.23,0.2,1,0,0.000465,0.00065,-3.9,-5.4,-4.13,-5.2,10.1002/adfm.201900265
1.08,24.67,0.745,19.84,0.1,0,0.9,1,0,3,0,1.48,-0.26,0.15,1,0,0.000465,0.00065,-3.87,-5.35,-4.13,-5.2,10.1002/adfm.201900265
1.11,23.52,0.76,20.02,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.06,0.16,1,0,0.000465,2.93E-05,-3.86,-5.43,-3.92,-5.27,10.1002/adma.201800568
1.11,23.52,0.751,19.6,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.14,0.16,1,0,0.000465,2.93E-05,-3.86,-5.43,-4,-5.27,10.1002/adma.201800568
1.1,24.19,0.782,20.8,0,0.02,0.98,1,0,3,0,1.5,-0.3,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4.2,-5.22,10.1007/s40843-019-1186-4
0.69,9.77,0.342,2.31,0,1,0,0,1,0,3,2.08,-1.26,0.03,1,0,0.000465,2.93E-05,-3,-5.25,-4.26,-5.22,10.1016/j.solener.2019.05.007
0.41,15.7,0.377,2.45,0,1,0,0,1,2,1,1.46,-0.41,0.09,1,0,0.000465,2.93E-05,-3.85,-5.31,-4.26,-5.22,10.1016/j.solener.2019.05.007
0.58,11.09,0.495,3.2,0,1,0,0,1,1,2,1.75,-0.74,0.05,1,0,0.000465,2.93E-05,-3.52,-5.27,-4.26,-5.22,10.1016/j.solener.2019.05.007
0.63,10.28,0.468,3.03,0,1,0,0,1,0.36,2.64,1.83,-0.86,0.01,1,0,0.000465,2.93E-05,-3.4,-5.23,-4.26,-5.22,10.1016/j.solener.2019.05.007
0.592,17.7,0.441,4.62,0,1,0,0,1,3,0,1.26,-0.72,0.48,1,0,0.000465,2.93E-05,-3.48,-5.7,-4.2,-5.22,10.1016/j.solener.2019.05.007
0.95,19.97,0.78,14.83,0,1,0,1,0,3,0,1.5,-0.05,0.35,0,1,0.00033,0.0004,-3.95,-5.45,-4,-5.1,10.1002/cssc.201700880
0.73,23.76,0.808,14.01,0,1,0,0.75,0.25,3,0,1.35,0.23,0.48,0,1,0.00033,0.0004,-4.23,-5.58,-4,-5.1,10.1002/cssc.201700880
1.13,22.3,0.72,18.8,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.52,1,0,0.000148,2.93E-05,-4.05,-5.65,-4.2,-5.13,10.1016/j.chempr.2017.03.011
1.15,22.8,0.77,20.8,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.42,1,0,0.000681,2.93E-05,-4.05,-5.65,-4.2,-5.23,10.1016/j.chempr.2017.03.011
1.11,23.7,0.78,20.6,0.05,0.15,0.8,1,0,2.49,0.51,1.57,-0.18,0.39,1,0,0.000465,0.000992,-3.99,-5.56,-4.17,-5.17,10.1039/c9ta02142f
1.089,21.27,0.723,16.7,0,1,0,1,0,3,0,1.6,-0.6,0.3,1,0,0.000465,0.000992,-3.9,-5.5,-4.5,-5.2,10.1016/j.apsusc.2018.09.146
1.03,22.9,0.78,18.4,0.05,0.14,0.81,1,0,2.55,0.45,1.7,-0.6,0.3,1,0,0.000111,0.000992,-3.8,-5.5,-4.4,-5.2,10.1002/anie.201806392
1.1,23.3,0.806,20,0.05,0.14,0.81,1,0,2.55,0.45,1.7,-0.6,0.1,1,0,0.000228,0.000992,-3.8,-5.5,-4.4,-5.4,10.1002/anie.201806392
1.07,21.7,0.7,16.25,0,1,0,1,0,3,0,1.5,-0.1,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4,-5.22,10.1016/j.joule.2018.02.013
1.22,15.07,0.7318,13.45,1,0,0,1,0,2,1,1.9,-0.58,0.44,1,0,0.000465,0.000154,-3.76,-5.66,-4.34,-5.22,10.1039/d0ta04275g
1.2,15.44,0.7615,14.11,1,0,0,1,0,2,1,1.9,-0.09,0.44,1,0,0.000465,6.53E-05,-3.76,-5.66,-3.85,-5.22,10.1039/d0ta04275g
1.31,15.53,0.7913,16.1,1,0,0,1,0,2,1,1.9,-0.33,0.44,1,0,0.000465,0.000214,-3.76,-5.66,-4.09,-5.22,10.1039/d0ta04275g
0.82,22.44,0.78,14.35,0,1,0,0.75,0.25,3,0,1.35,-0.42,-0.04,0,1,0.00033,0.0004,-3.58,-4.96,-4,-5,10.1002/adma.201602696
0.92,19.6,0.78,14.07,0,1,0,1,0,3,0,1.58,-0.17,0.44,0,1,0.00033,0.0004,-3.83,-5.44,-4,-5,10.1002/adma.201602696
1.44,7.01,0.771,7.78,1,0,0,1,0,0,3,2.36,-0.7,0.66,1,0,0.00065,0.00065,-3.5,-5.86,-4.2,-5.2,10.1002/adma.201800855
1.03,21.32,0.716,15.77,0,1,0,1,0,3,0,1.5,-0.27,0.21,1,0,0.000465,0.000992,-3.93,-5.43,-4.2,-5.22,10.1021/acsami.8b22044
1.12,23.3,0.78,20.4,0.05,0.1615,0.7885,1,0,2.49,0.51,1.55,-0.3,0.2,1,0,0.000465,2.93E-05,-3.9,-5.45,-4.2,-5.25,10.1002/cptc.201900245
0.553,18.1,0.647,6.48,0,0,1,0,1,3,0,1.36,-0.98,-0.12,0,1,0.00033,8.00E-05,-3.52,-4.88,-4.5,-5,10.1021/acs.jpclett.0c00923
1.1,24.1,0.76,20.2,0.05,0.095,0.855,1,0,2.7,0.3,1.6,-0.3,0.38,1,0,0.000465,0.000982,-4,-5.6,-4.3,-5.22,10.1021/acsami.9b13876
1.15,24.6,0.78,22,0.05,0.095,0.855,1,0,2.7,0.3,1.6,-0.03,0.38,1,0,0.000465,0.00277,-4,-5.6,-4.03,-5.22,10.1021/acsami.9b13876
1.15,21.89,0.73,18.42,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.1,0.28,1,0,0.000465,2.93E-05,-3.9,-5.5,-4,-5.22,10.1016/j.orgel.2018.09.045
1.15,23.33,0.775,20.78,0.05,0.15,0.85,1,0,2.55,0.45,1.6,-0.08,0.5,1,0,0.000465,2.93E-05,-4.12,-5.72,-4.2,-5.22,10.1002/aenm.201901341
1.03,22.38,0.749,17.2,0,1,0,1,0,3,0,1.57,-0.17,0.18,1,0,0.000299,2.93E-05,-3.83,-5.4,-4,-5.22,10.1039/c8ta09724k
1.13,22.8,0.704,18.14,0,0.25,0.75,1,0,2.5,0.5,1.59,0.16,0.74,1,0,0.000465,0.000992,-4.37,-5.96,-4.21,-5.22,10.1039/c8ta04131h
1.09,20.85,0.77,17.5,0,0.15,0.85,1,0,2.55,0.45,1.6,0.05,0.35,1,0,0.00011,2.93E-05,-4.05,-5.65,-4,-5.3,10.1002/adma.201606555
1.13,21.71,0.77,18.9,0,0.15,0.85,1,0,2.55,0.45,1.6,0.05,0.27,1,0,0.00012,2.93E-05,-4.05,-5.65,-4,-5.38,10.1002/adma.201606555
1.13,23.67,0.72,19.2,0,0.15,0.85,1,0,2.55,0.45,1.6,0.05,0.43,1,0,0.000465,2.93E-05,-4.05,-5.65,-4,-5.22,10.1002/adma.201606555
1.13,21.71,0.77,18.9,0,0.15,0.85,1,0,2.55,0.45,1.73,-0.08,0.35,1,0,0.00012,2.93E-05,-3.92,-5.65,-4,-5.3,10.1002/adma.201606555
1.09,20.85,0.77,17.5,0,0.15,0.85,1,0,2.55,0.45,1.73,-0.08,0.27,1,0,0.00011,2.93E-05,-3.92,-5.65,-4,-5.38,10.1002/adma.201606555
1.13,23.67,0.72,19.2,0,0.15,0.85,1,0,2.55,0.45,1.73,-0.08,0.43,1,0,0.000465,2.93E-05,-3.92,-5.65,-4,-5.22,10.1002/adma.201606555
1.45,7.55,0.761,8.48,1,0,0,1,0,0,3,2.3,-0.9,0.37,1,0,0.00033,2.93E-05,-3.3,-5.6,-4.2,-5.23,10.1039/c8qm00337h
1.08,11.81,0.648,8.29,1,0,0,1,0,1,2,2.07,-0.47,0.8,1,0,0.000465,0.00065,-3.93,-6,-4.4,-5.2,10.1002/solr.201900363
1.15,23.42,0.741,19.9,0.063,0.2,0.737,1,0,2.4,0.6,1.57,-0.1,0.3,1,0,0.000465,0.000992,-3.93,-5.5,-4.03,-5.2,10.1016/j.apsusc.2022.154986
